id,store_name,address,hotline,hours,utilities,picture_url,detail_url,tinh_thanh
364,Highlands Coffee Gold Tower,"275 Nguyễn Trãi, Thanh Xuân, Hà Nội",(024) 5678 0029,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/364/x.html,Hà Nội
360,Highlands Coffee The Light Hà Nội,"Tầng 1, Tòa nhà The Light, Đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",(024) 56780021,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/360/x.html,Hà Nội
365,Highlands Coffee Flora Thủ Đức,"Tòa nhà Flora Novia, Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức, Tp. Hồ Chí Minh",(028) 7109 1135,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/365/x.html,Hồ Chí Minh
366,Highlands Coffee An Phú Thịnh – Quy Nhơn,"78 Phan Bội Châu, phường Lê Lợi, Quy Nhơn",0256 730 2021,7:00 – 23:00 * 7 ngày/ tuần,,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/366/x.html,Bình Định
368,Highlands Coffee Eco City HN,"Lô CT – 21B,Khu đô thị mới Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",(024) 5678 0003,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/368/x.html,Hà Nội
367,Highlands Coffee Dai Hoc FPT HN,"Hòa Lạc Hi-tech, xã Thạch Hòa, huyện Thạch Thất, Hà Nội",(024) 56780014,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/367/x.html,Hà Nội
369,Highlands Coffee CTM Cau Giay Ha Noi,"299 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",(024) 5678 0005,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/369/x.html,Hà Nội
371,Highlands Coffee Vinhomes Ocean Park,"Nhà số SB22 – 32, Đường Sao Biển, Vinhomes Ocean Park, Thị Trấn Trâu Quỳ, Xã Dương Xá, Huyện Gia Lâm, Hà Nội",024 5678 0007,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/371/x.html,Hà Nội
372,Highlands Coffee Imperia Garden,"203 Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",(024)5678 0006,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/372/x.html,Hà Nội
373,Highlands Coffee TNR Tower Ha Noi,"54A Nguyễn Chí Thanh, phường Láng Thượng, quận Đống Đa, Hà Nội",(024) 71024868,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/373/x.html,Hà Nội
374,Highlands Coffee D8 T1 Noi Bai Ha Noi,"Tầng 2, Sảnh D, Nhà Ga T1, Cảng Hàng Không Quốc Tế Nội Bài",(024) 5678 0008,6:00 – 24:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/374/x.html,Hà Nội
375,Highlands Coffee 17T4 Hoang Dao Thuy,"17T4 Hoàng Đạo Thúy, phường Trung Hòa, quận Cầu Giấy, Hà Nội",(024) 5678 0002,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/375/x.html,Hà Nội
376,Highlands Coffee Gamuda Gardens,"29 Gamuda Gardens 2 -2, Phường Trần Phú, Quận Hoàng Mai, Hà Nội",(024) 5678 0018,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/376/x.html,Hà Nội
377,Highlands Coffee Tran Hung Dao LX,"1224 Trần Hưng Đạo, phường Mỹ Bình, Long Xuyên, An Giang",(0296) 730 3031,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/377/x.html,An Giang
378,Highlands Coffee Mandala Bac Ninh,"Tầng 1, Mandala Hotel, đường Kinh Dương Vương, Phường Vũ Ninh, Tp. Bắc Ninh, Tỉnh Bắc Ninh",(0222) 7309 998,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/378/x.html,Bắc Ninh
379,Highlands Coffee Vincom Di An,"Corner DT743-DT743B, Tp. Dĩ An, Tỉnh Bình Dương",(0274) 7308 887,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/379/x.html,Bình Dương
380,Highlands Coffee 232 Ng An Ninh BDG,"232 Nguyễn An Ninh, Tp. Di An, Tỉnh Bình Dương",(0274) 730 3031,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/380/x.html,Bình Dương
382,Highlands Coffee 398R Ng Van Cu CT,"398R Nguyễn Văn Cừ, Phường Xuân Khánh, Quận Ninh Kiều, Tp. Cần Thơ",(0292) 730 2021,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/382/x.html,Cần Thơ
381,Highlands Coffee Vincom Cam Pha,"Lê Thanh Nghị, Phường Cẩm Bình, Tp. Cẩm Phả, Quảng Ninh",(0203) 730 5885,7:30 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/381/x.html,Quảng Ninh
383,Highlands Coffee Vincom Da Nang,"Tòa nhà Vincom, Ngô Quyền, phường An Bắc Hải, Quận Sơn Trà, Tp. Đà Nẵng",(0236) 3925 087,8:00 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/383/x.html,Đà Nẵng
384,Highlands Coffee Đại học Sư Phạm DNG,"459 Tôn Đức Thắng, Q. Liên Chiểu, Tp. Đà Nẵng",(0236) 3712001,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/384/x.html,Đà Nẵng
386,Highlands Coffee Azura Đà Nẵng,"339 Trần Hưng Đạo, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng",2363519118,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/386/x.html,Đà Nẵng
385,Highlands Coffee 95 Nguyễn Văn Thoại,"95 Nguyễn Văn Thoại, Q. Ngũ Hành Sơn, Tp. Đà  Nẵng",(0236) 3522012,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/385/x.html,Đà Nẵng
387,Highlands Coffee VTV8 Da Nang,"258 Bạch Đăng, P. Phước Ninh, Q.Hải Châu, Tp. Đà Nẵng",(0236) 710 9778,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/387/x.html,Đà Nẵng
388,Highlands Coffee 203 Ong Ich Khiem DN,"223 Ông Ích Khiêm, P. Thạch Thang, Q. Hải Châu, Đà Nẵng",(0236) 3666 203,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/388/x.html,Đà Nẵng
389,Highlands Coffee Phan Chau Trinh DNG,"185a Phan Châu Trinh, Q. Hải Châu, Đà Nẵng",(0236) 3832 001,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/389/x.html,Đà Nẵng
390,Highlands Coffee 338 Ng Van Linh DNG,"338 Nguyễn Văn Linh, Phương Thạc Gián, Quận Hải Châu, Tp. Đà Nẵng",0236 3832003,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/390/x.html,Đà Nẵng
391,Highlands Coffee Ngo Van So DNG,"68-70 Ngô Văn Sở, phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",(0236) 3680 002,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/391/x.html,Đà Nẵng
392,Highlands Coffee 277 Ton Duc Thang DNG,"277 Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",(0236) 3714 014,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/392/x.html,Đà Nẵng
393,Highlands Coffee DNG Airport Arrivals,"Khu vực sảnh chờ ga đến Quốc Nội, Sân bay Đà Nẵng, 62 Trần Quốc Toản, Quận Hải Châu, Tp. Đà Nẵng",(0236) 7109 553,6:30 – 02:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/393/x.html,Đà Nẵng
395,Highlands Coffee 299 Le Duan LT,"299 Lê Duẩn, Huyện Long Thành, Tỉnh Đồng Nai",(0251) 3682535,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/395/x.html,Đồng Nai
394,Highlands Coffee 707 Pham Van Thuan DN,"707 Phạm Văn Thuận, Phường Tam Hiệp, Tp. Biên Hòa, Đồng Nai",(0251) 730 2021,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/394/x.html,Đồng Nai
396,Highlands Coffee 8C1 Dong Khoi BH,"8C1 Đồng Khởi, Phương Tân Hiệp, Biên Hòa, Đồng Nai",(0251) 3682 434,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/396/x.html,Đồng Nai
398,Highlands Coffee VH Dragon Ha Long,"HG 01-01, Khu dịch vụ cao cấp Bến Đoan, Phường Hồng Gai, Tp. Hạ Long, Quảng Ninh",(0203) 3909 259,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/398/x.html,Quảng Ninh
397,Highlands Coffee 10 Ba Thang Hai DN,"10 đường 3 tháng 2, Thị Trấn Trảng Bom, Đồng Nai",0251 730 2324,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/397/x.html,Đồng Nai
399,Highlands Coffee Vincom Ha Tinh,"Đường Hà Huy Tập, Phường Hà Huy Tập, TP. Hà Tĩnh, tỉnh Hà Tĩnh",(0239) 7308 886,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/399/x.html,Hà Tĩnh
401,Highlands Coffee 2A Le Hong Phong HP,"2A Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Hải Phòng",(022) 5730 8998,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/401/x.html,Hải Phòng
402,Highlands Coffee Aeon Mall Hai Phong,"Cầu Rào 2, Phường Vĩnh Niệm, Quận Lê Chân, Hải Phòng",(0225) 7308 882,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/402/x.html,Hải Phòng
403,Highlands Coffee 210 Nguyen Trai HCM,"210 Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Tp. Hồ Chí Minh",(028) 7109 6465,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/403/x.html,Hồ Chí Minh
405,Highlands Coffee 119 Ham Nghi,"119 Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1, Thành Phố Hồ Chí Minh",(028) 7102 3320,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/405/x.html,Hồ Chí Minh
406,Highlands Coffee Vinhomes Ba Son,"SH02, AQUA 4, Vinhomes Ba Son, phường Bến Nghé, Quận 1, Tp. Hồ Chí Minh",(028) 7101 2324,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/406/x.html,Hồ Chí Minh
404,Highlands Coffee Dinh Doc Lap 2,"Bên trong Dinh Độc Lập, 135 Nam Kỳ Khởi Nghĩa, Phường Bến Thành, Quận 1, Tp. Hồ Chí Minh",028 7109 9676,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/404/x.html,Hồ Chí Minh
407,Highlands Coffee Lexington D2,"67 Mai Chi Thọ, Phường An Phú, Quận 2, Tp. Hồ Chí Minh",(028) 7102 2324,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/407/x.html,Hồ Chí Minh
409,Highlands Coffee 45 Ly Chinh Thang,"45 Lý Chính Thắng , Phường 8, Quận 3 , Tp. Hồ Chí Minh",(028) 7108 6566,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/409/x.html,Hồ Chí Minh
408,Highlands Coffee The Sun Avenue,"28 Mai Chi Thọ, Phường An Phú, Quận 2, Tp. Hồ Chí Minh",(028) 7109 8401,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/408/x.html,Hồ Chí Minh
410,Highlands Coffee Saigon Royal,"34 Bến Vân Đồn, Quận 4, Tp. Hồ Chí Minh",028 7100 0034,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/410/x.html,Hồ Chí Minh
411,Highlands Coffee Riviera Point D7,"Gian hàng 0.37, Tầng trệt Tòa nhà Riviera Point, 584 Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp. Hồ Chí Minh",(028) 7105 8586,7:00 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/411/x.html,Hồ Chí Minh
413,Highlands Coffee G4-G8 Truong Son,"G4-G8 Trương Sơn, Phường 15, Quận 10, Tp. Hồ Chí Minh",(028) 7106 2324,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/413/x.html,Hồ Chí Minh
412,Highlands Coffee 323 Do Xuan Hop,"323 Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, TP. Hồ Chí Minh",(028) 7109 2021,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/412/x.html,Hồ Chí Minh
414,Highlands Coffee 82 Ng Chi Thanh D10,"82 Nguyễn Chí Thanh, Phường 3, Quận 10, Tp. Hồ Chí Minh",(028) 7109 7009,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/414/x.html,Hồ Chí Minh
415,Highlands Coffee Lanh Binh Thang D11,"281A Lãnh Bình Thăng, Quận 11, Tp. Hồ Chí Minh",028 7102 3323,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/415/x.html,Hồ Chí Minh
417,Highlands Coffee Sun Village,"31-33 Nguyễn Văn Đậu, Phường 6, Quận Bình Thạnh, Tp. Hồ Chí Minh",(028) 7105 6566,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/417/x.html,Hồ Chí Minh
418,Highlands Coffee Dai Hoc Hutech,"475A Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp. Hồ Chí Minh",(028) 7109 9071,6:30 – 20:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/418/x.html,Hồ Chí Minh
419,Highlands Coffee 127C Dinh Tien Hoang,"127C Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Tp. Hồ Chí Minh",(028) 7109 9127,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/419/x.html,Hồ Chí Minh
416,Highlands Coffee Ly Thuong Kiet D11,"A1 319 Ly Thuong Kiet, phường 15, Quận 11, Tp. Hồ Chí Minh",(028) 7102 0708,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/416/x.html,Hồ Chí Minh
420,Highlands Coffee 158 Pham Van Chieu,"158 Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp. Hồ Chí Minh",(028) 7102 3321,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/420/x.html,Hồ Chí Minh
422,Highlands Coffee 26A Hoang Viet HCM,"26A Hoàng Việt, Phường 4, Quận Tân Bình, Tp. Hồ Chí Minh",(028) 7109 8626,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/422/x.html,Hồ Chí Minh
423,Highlands Coffee 173 Dang Van Bi,"173 Đặng Văn Bi, Phương Trường Thọ, Quận Thủ Đức, Tp. Hồ Chí Minh",(028) 7109 7171,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/423/x.html,Hồ Chí Minh
421,Highlands Coffee Ly Thuong Kiet HM,"27/5A Lý Thường Kiệt, Thị Trấn Hóc Môn, Huyện Hóc Môn, Tp. Hồ Chí Minh",(028) 7102 3322,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/421/x.html,Hồ Chí Minh
